,,,,,Turns,,,,,,,,,,,,,,,,
10,5,10,8,0,22,0,66,5,1,100,15,2,99,21,3,63,10,4,88,28, 
10,5,10,6,0,28,0,77,15,1,90,18,2,97,25,3,98,15,4,100,45, 
10,5,10,8,0,42,0,67,13,1,100,10,2,97,41,3,73,10,4,87,10, 
10,5,10,8,0,16,0,84,0,1,48,15,2,46,0,3,100,33,4,60,13, 
10,5,10,8,0,16,0,95,20,1,62,10,2,53,5,3,63,0,4,100,5, 
10,5,10,7,0,19,0,62,6,1,26,0,2,69,0,3,99,12,4,100,13, 
10,5,10,7,0,52,0,36,4,1,19,0,2,98,50,3,93,16,4,100,52, 
10,5,10,8,0,32,0,71,16,1,83,31,2,78,5,3,100,20,4,98,13, 
10,5,10,15,0,25,0,96,31,1,74,14,2,54,0,3,100,56,4,54,4, 
10,5,10,7,0,29,0,83,17,1,100,13,2,48,20,3,46,0,4,61,10, 
10,5,10,8,0,20,0,36,8,1,67,13,2,100,43,3,36,0,4,98,17, 
10,5,10,8,0,36,0,95,17,1,98,15,2,80,10,3,43,0,4,100,0, 
10,5,10,7,0,36,0,99,12,1,69,39,2,74,17,3,100,25,4,99,11, 
10,5,10,7,0,31,0,72,14,1,27,9,2,100,20,3,27,0,4,46,5, 
10,5,10,6,0,13,0,63,25,1,100,7,2,73,28,3,24,0,4,75,29, 
10,5,10,6,0,34,0,77,90,1,47,8,2,70,20,3,100,22,4,25,10, 
10,5,10,8,0,19,0,89,27,1,100,7,2,62,13,3,99,58,4,20,13, 
10,5,10,7,0,22,0,63,10,1,84,5,2,100,11,3,20,0,4,98,13, 
10,5,10,11,0,31,0,42,10,1,72,5,2,55,0,3,86,33,4,100,5, 
10,5,10,9,0,20,0,100,9,1,99,10,2,3,0,3,94,34,4,3,0, 
10,5,10,7,0,24,0,73,22,1,40,0,2,40,5,3,40,10,4,100,10, 
10,5,10,8,0,38,0,33,19,1,33,27,2,26,3,3,58,15,4,100,29, 
10,5,10,8,0,39,0,98,34,1,100,70,2,40,18,3,36,3,4,44,15, 
10,5,10,8,0,30,0,60,13,1,100,54,2,24,5,3,17,6,4,66,5, 
10,5,10,8,0,14,0,55,1,1,22,10,2,29,0,3,25,5,4,100,0, 
10,5,10,9,0,17,0,39,9,1,100,25,2,22,2,3,43,15,4,11,10, 
10,5,10,8,0,24,0,37,22,1,50,5,2,93,32,3,55,0,4,100,0, 
10,5,10,8,0,64,0,97,7,1,76,10,2,46,0,3,72,10,4,100,8, 
10,5,10,8,0,27,0,100,16,1,99,31,2,99,55,3,18,10,4,32,12, 
10,5,10,8,0,18,0,20,1,1,37,0,2,61,0,3,81,29,4,100,14, 
10,5,10,8,0,31,0,89,21,1,81,32,2,100,28,3,58,19,4,68,5, 
10,5,10,8,0,30,0,21,0,1,96,8,2,100,23,3,99,45,4,60,21, 
10,5,10,8,0,15,0,67,15,1,100,11,2,32,11,3,18,0,4,50,25, 
10,5,10,8,0,20,0,75,15,1,100,22,2,30,6,3,51,13,4,79,11, 
10,5,10,8,0,16,0,39,0,1,18,0,2,33,8,3,100,25,4,49,0, 
10,5,10,8,0,52,0,99,26,1,100,15,2,77,10,3,62,9,4,77,3, 
10,5,10,8,0,41,0,97,12,1,100,34,2,78,0,3,12,0,4,73,7, 
10,5,10,8,0,23,0,100,36,1,47,10,2,69,0,3,71,8,4,94,15, 
10,5,10,8,0,15,0,57,11,1,46,16,2,16,4,3,100,15,4,16,5, 
10,5,10,8,0,25,0,49,0,1,100,8,2,52,2,3,27,1,4,5,1, 
10,5,10,8,0,48,0,100,13,1,18,0,2,79,15,3,34,1,4,34,10, 
10,5,10,8,0,26,0,18,0,1,84,5,2,100,8,3,95,18,4,50,10, 
10,5,10,8,0,25,0,37,0,1,96,28,2,30,0,3,59,0,4,100,31, 
10,5,10,8,0,18,0,65,20,1,100,20,2,67,5,3,47,10,4,46,5, 
10,5,10,8,0,20,0,58,18,1,44,4,2,32,5,3,44,5,4,100,26, 
10,5,10,8,0,22,0,7,0,1,7,0,2,72,5,3,66,6,4,100,5, 
10,5,10,8,0,24,0,59,20,1,100,55,2,40,6,3,35,5,4,84,28, 
10,5,10,8,0,55,0,99,63,1,51,1,2,100,105,3,20,5,4,87,6, 
10,5,10,9,0,22,0,76,10,1,99,10,2,78,1,3,100,5,4,76,17, 
10,5,10,9,0,28,0,58,0,1,100,0,2,99,10,3,95,14,4,60,0, 
10,5,10,9,0,19,0,42,5,1,99,19,2,2,0,3,100,34,4,2,0, 
10,5,10,9,0,18,0,100,33,1,77,21,2,58,5,3,86,25,4,63,1, 
10,5,10,8,0,51,0,75,5,1,100,44,2,67,15,3,52,13,4,75,13, 
10,5,10,9,0,22,0,68,23,1,23,18,2,17,1,3,100,29,4,98,18, 
10,5,10,8,0,28,0,34,5,1,100,6,2,34,11,3,95,10,4,73,31, 
10,5,10,8,0,17,0,58,8,1,88,10,2,4,0,3,58,0,4,100,24, 
10,5,10,8,0,20,0,89,37,1,82,12,2,100,33,3,33,23,4,68,30, 
10,5,10,9,0,22,0,50,18,1,58,34,2,100,17,3,22,2,4,32,0, 
10,5,10,9,0,27,0,99,13,1,75,19,2,100,20,3,27,0,4,58,15, 
10,5,10,9,0,35,0,18,7,1,74,10,2,18,5,3,99,37,4,100,4, 
10,5,10,8,0,36,0,69,21,1,99,83,2,90,19,3,63,0,4,100,8, 
10,5,10,8,0,33,0,76,17,1,89,7,2,19,4,3,77,5,4,100,8, 
10,5,10,8,0,22,0,60,5,1,63,0,2,100,37,3,76,13,4,37,10, 
10,5,10,8,0,33,0,55,0,1,94,24,2,100,0,3,95,24,4,59,15, 
10,5,10,8,0,28,0,83,16,1,100,56,2,41,25,3,89,25,4,95,17, 
10,5,10,8,0,25,0,40,32,1,100,14,2,19,0,3,99,14,4,38,13, 
10,5,10,8,0,34,0,53,20,1,100,13,2,49,15,3,67,10,4,53,20, 
10,5,10,8,0,28,0,96,23,1,99,22,2,100,30,3,72,18,4,4,0, 
10,5,10,8,0,24,0,100,19,1,67,23,2,39,5,3,58,14,4,67,18, 
10,5,10,9,0,29,0,77,15,1,99,24,2,44,0,3,51,0,4,100,19, 
10,5,10,7,0,27,0,66,13,1,89,38,2,100,10,3,43,0,4,90,33, 
10,5,10,8,0,25,0,94,6,1,100,15,2,46,5,3,70,10,4,59,10, 
10,5,10,8,0,31,0,74,40,1,100,51,2,79,0,3,72,15,4,47,0, 
10,5,10,8,0,27,0,98,25,1,10,0,2,67,10,3,10,0,4,100,30, 
10,5,10,9,0,34,0,45,8,1,100,21,2,70,35,3,66,5,4,94,39, 
10,5,10,7,0,40,0,8,0,1,8,0,2,88,8,3,100,30,4,20,8, 
10,5,10,10,0,23,0,46,5,1,66,8,2,59,8,3,99,26,4,100,5, 
10,5,10,8,0,11,0,26,15,1,11,0,2,46,20,3,100,8,4,56,11, 
10,5,10,9,0,20,0,43,5,1,64,10,2,100,24,3,79,5,4,36,0, 
10,5,10,9,0,25,0,66,12,1,33,7,2,99,8,3,100,9,4,85,17, 
10,5,10,8,0,14,0,27,0,1,52,16,2,41,10,3,100,5,4,80,13, 
10,5,10,9,0,17,0,47,35,1,42,20,2,44,5,3,100,15,4,44,18, 
10,5,10,8,0,33,0,55,0,1,96,21,2,69,0,3,94,5,4,100,56, 
10,5,10,8,0,21,0,73,0,1,69,19,2,56,0,3,100,40,4,51,18, 
10,5,10,8,0,28,0,100,6,1,99,24,2,65,12,3,65,9,4,81,0, 
10,5,10,8,0,37,0,100,49,1,98,9,2,19,0,3,19,7,4,99,34, 
10,5,10,8,0,13,0,40,15,1,39,0,2,100,8,3,15,5,4,9,0, 
10,5,10,7,1,37,0,100,12,1,94,13,2,41,0,3,49,4,4,41,17, 
10,5,10,8,0,43,0,71,10,1,100,37,2,64,1,3,9,0,4,64,0, 
10,5,10,8,0,43,0,100,1,1,99,112,2,97,22,3,5,1,4,75,0, 
10,5,10,9,0,23,0,76,5,1,88,15,2,79,25,3,100,1,4,81,0, 
10,5,10,8,0,26,0,100,15,1,98,55,2,74,22,3,97,86,4,61,4, 
10,5,10,8,0,20,0,55,8,1,14,3,2,100,26,3,50,0,4,36,0, 
10,5,10,8,0,24,0,53,6,1,95,28,2,100,5,3,72,1,4,76,20, 
10,5,10,8,0,26,0,88,14,1,32,0,2,86,21,3,12,5,4,100,22, 
10,5,10,8,0,20,0,20,0,1,20,0,2,100,20,3,24,0,4,79,20, 
10,5,10,8,0,17,0,21,10,1,53,15,2,35,15,3,44,0,4,100,5, 
10,5,10,7,0,20,0,100,36,1,96,17,2,82,34,3,97,26,4,55,0, 
10,5,10,8,0,33,0,41,0,1,41,3,2,100,51,3,56,14,4,70,39, 
10,5,10,8,0,38,0,49,22,1,42,0,2,100,72,3,97,20,4,88,16, 
10,5,10,8,0,27,0,43,5,1,59,5,2,12,12,3,100,20,4,46,15, 
10,5,10,8,1,34,0,79,24,1,79,18,2,100,23,3,78,8,4,99,5, 
10,5,10,8,0,29,0,73,18,1,97,17,2,22,7,3,100,25,4,72,5, 
10,5,10,8,0,25,0,100,22,1,8,0,2,98,7,3,54,5,4,97,15, 
10,5,10,8,0,18,0,13,0,1,33,10,2,100,30,3,68,3,4,4,0, 
10,5,10,9,0,29,0,27,0,1,100,15,2,28,0,3,10,6,4,66,0, 
10,5,10,9,0,47,0,100,10,1,86,34,2,80,19,3,57,10,4,28,8, 
10,5,10,9,0,35,0,49,0,1,65,0,2,100,0,3,90,8,4,98,10, 
10,5,10,8,0,23,0,45,27,1,93,34,2,78,15,3,100,15,4,78,13, 
10,5,10,8,1,35,0,86,37,1,99,21,2,100,0,3,30,14,4,78,0, 
10,5,10,8,0,25,0,100,46,1,99,40,2,84,23,3,97,4,4,99,27, 
10,5,10,7,0,32,0,100,3,1,71,0,2,45,0,3,71,5,4,98,37, 
10,5,10,13,1,34,0,95,21,1,35,0,2,27,13,3,33,5,4,100,26, 
10,5,10,13,0,24,0,72,5,1,100,24,2,18,0,3,33,0,4,21,0, 
10,5,10,8,0,18,0,32,9,1,39,5,2,100,36,3,87,3,4,25,5, 
10,5,10,12,0,44,0,98,16,1,100,60,2,44,35,3,56,9,4,58,30, 
10,5,10,10,0,32,0,70,25,1,58,9,2,100,9,3,88,15,4,20,5, 
10,5,10,15,0,46,0,99,26,1,82,34,2,73,20,3,100,22,4,75,10, 
10,5,10,15,0,14,0,79,8,1,51,8,2,3,0,3,100,15,4,12,0, 
10,5,10,18,0,32,0,100,54,1,71,29,2,10,0,3,71,5,4,99,14, 
10,5,10,7,0,12,0,89,5,1,100,0,2,54,29,3,33,0,4,87,0, 
10,5,10,7,0,19,0,71,12,1,53,14,2,100,15,3,38,13,4,2,0, 
10,5,10,7,0,35,0,66,3,1,38,6,2,99,15,3,100,39,4,53,1, 
10,5,10,9,0,30,0,94,14,1,100,5,2,68,14,3,82,15,4,93,8, 
10,5,10,9,0,22,0,91,55,1,75,29,2,75,10,3,40,35,4,100,7, 
10,5,10,9,0,35,0,9,0,1,19,5,2,61,9,3,100,36,4,40,23, 
10,5,10,9,0,55,0,79,16,1,100,63,2,95,30,3,98,31,4,90,41, 
10,5,10,9,0,17,0,10,5,1,76,19,2,100,30,3,67,15,4,29,0, 
10,5,10,8,0,27,0,75,22,1,100,22,2,98,15,3,38,0,4,83,29, 
10,5,10,9,0,15,0,40,19,1,100,12,2,10,0,3,10,0,4,40,5, 
10,5,10,9,0,18,0,77,14,1,15,0,2,100,22,3,31,1,4,62,8, 
10,5,10,9,0,17,0,59,5,1,58,20,2,100,10,3,14,5,4,66,12, 
10,5,10,8,0,27,0,13,0,1,11,0,2,51,5,3,100,5,4,11,0, 
10,5,10,9,0,14,0,55,5,1,36,10,2,100,20,3,13,14,4,33,13, 
10,5,10,10,0,44,0,82,21,1,100,19,2,85,34,3,45,11,4,43,29, 
10,5,10,9,0,23,0,100,30,1,99,24,2,44,7,3,97,19,4,99,23, 
10,5,10,8,0,23,0,86,16,1,97,20,2,100,18,3,72,9,4,54,5, 
10,5,10,8,0,30,0,100,45,1,61,6,2,55,10,3,4,0,4,30,5, 
10,5,10,8,0,28,0,100,10,1,79,28,2,4,0,3,99,0,4,50,9, 
10,5,10,8,0,29,0,99,56,1,61,8,2,37,15,3,2,0,4,100,20, 
10,5,10,8,0,41,0,40,0,1,99,5,2,49,9,3,100,51,4,49,6, 
10,5,10,8,0,35,0,42,0,1,42,3,2,38,3,3,37,0,4,100,70, 
10,5,10,8,0,25,0,70,5,1,100,7,2,45,5,3,21,5,4,95,23, 
10,5,10,7,0,43,0,90,5,1,92,24,2,99,30,3,100,29,4,22,5, 
10,5,10,8,0,30,0,78,6,1,74,14,2,36,7,3,100,24,4,28,12, 
10,5,10,8,0,9,0,100,12,1,10,0,2,10,8,3,18,6,4,2,18, 
10,5,10,8,1,43,0,43,9,1,100,46,2,43,0,3,72,26,4,98,33, 
10,5,10,8,0,22,0,87,0,1,36,5,2,100,32,3,68,0,4,5,0, 
10,5,10,8,0,61,0,99,21,1,14,5,2,99,0,3,75,8,4,100,32, 
10,5,10,8,0,14,0,10,0,1,100,40,2,29,0,3,35,5,4,96,20, 
10,5,10,8,0,23,0,68,5,1,50,14,2,100,9,3,90,31,4,82,40, 
10,5,10,8,0,19,0,60,0,1,96,32,2,100,10,3,26,0,4,30,10, 
10,5,10,8,0,40,0,99,8,1,95,36,2,100,8,3,69,10,4,73,5, 
10,5,10,8,0,29,0,100,22,1,67,9,2,68,15,3,94,41,4,65,5, 
10,5,10,8,0,29,0,36,10,1,100,20,2,36,13,3,68,25,4,98,20, 
10,5,10,8,0,28,0,72,8,1,79,19,2,75,5,3,79,5,4,100,7, 
10,5,10,8,0,20,0,78,22,1,47,12,2,25,0,3,100,15,4,86,18, 
10,5,10,7,0,37,0,63,20,1,99,41,2,100,13,3,84,16,4,96,49, 
10,5,10,8,0,40,0,75,15,1,99,10,2,67,7,3,100,39,4,70,15, 
10,5,10,8,0,43,0,99,72,1,99,63,2,100,56,3,89,15,4,97,25, 
10,5,10,7,0,13,0,22,5,1,100,10,2,39,10,3,15,5,4,15,0, 
10,5,10,8,0,38,0,100,48,1,83,16,2,95,10,3,67,15,4,99,49, 
10,5,10,9,0,41,0,43,5,1,69,24,2,86,10,3,100,27,4,98,20, 
10,5,10,8,0,23,0,56,11,1,35,33,2,72,29,3,56,5,4,100,42, 
10,5,10,8,0,19,0,100,37,1,99,18,2,63,35,3,17,0,4,17,10, 
10,5,10,8,0,25,0,59,17,1,44,10,2,100,11,3,99,15,4,44,7, 
10,5,10,8,0,17,0,97,20,1,9,5,2,54,14,3,100,14,4,97,15, 
10,5,10,8,0,35,0,92,15,1,57,10,2,100,71,3,67,44,4,67,15, 
10,5,10,8,0,48,0,72,5,1,100,15,2,67,3,3,37,0,4,99,29, 
10,5,10,8,0,48,0,78,15,1,100,43,2,65,18,3,59,10,4,23,11, 
10,5,10,8,0,17,0,24,8,1,30,13,2,100,3,3,79,10,4,88,21, 
10,5,10,8,0,33,0,17,0,1,96,19,2,99,30,3,54,20,4,100,35, 
10,5,10,8,0,39,0,98,19,1,86,0,2,100,8,3,57,13,4,23,2, 
10,5,10,8,0,45,0,56,0,1,100,18,2,20,0,3,99,27,4,40,0, 
10,5,10,8,0,22,0,75,5,1,100,57,2,59,9,3,41,13,4,86,10, 
10,5,10,8,0,24,0,61,10,1,100,32,2,45,3,3,36,8,4,45,9, 
10,5,10,8,0,50,0,100,36,1,70,7,2,25,7,3,77,10,4,80,55, 
10,5,10,8,0,23,0,63,33,1,100,36,2,98,54,3,79,37,4,79,5, 
10,5,10,8,0,37,0,80,17,1,99,63,2,97,19,3,74,0,4,100,46, 
10,5,10,8,0,25,0,100,12,1,44,20,2,97,23,3,47,5,4,67,16, 
10,5,10,8,0,35,0,14,5,1,88,42,2,52,32,3,93,18,4,100,18, 
10,5,10,8,0,33,0,74,10,1,44,5,2,20,14,3,100,13,4,22,0, 
10,5,10,8,0,27,0,97,31,1,74,0,2,99,0,3,100,29,4,66,15, 
10,5,10,8,0,24,0,62,11,1,40,9,2,85,15,3,93,15,4,100,10, 
10,5,10,9,0,29,0,99,52,1,23,14,2,100,55,3,98,55,4,23,0, 
10,5,10,9,0,20,0,100,0,1,48,10,2,93,6,3,97,27,4,68,20, 
10,5,10,9,0,27,0,54,6,1,55,24,2,68,17,3,100,14,4,66,15, 
10,5,10,9,0,23,0,97,32,1,36,0,2,89,21,3,100,12,4,20,1, 
10,5,10,8,0,13,0,10,2,1,99,29,2,58,11,3,100,23,4,10,5, 
10,5,10,9,0,43,0,13,0,1,100,22,2,59,0,3,38,0,4,69,5, 
10,5,10,8,0,19,0,31,6,1,59,0,2,59,5,3,100,42,4,13,0, 
10,5,10,8,0,23,0,100,27,1,44,14,2,2,0,3,74,13,4,44,0, 
10,5,10,8,0,21,0,20,3,1,100,23,2,84,5,3,24,10,4,52,0, 
10,5,10,9,0,38,0,60,9,1,100,29,2,32,4,3,99,8,4,99,31, 
10,5,10,9,0,39,0,81,8,1,84,11,2,85,11,3,100,24,4,61,9, 
10,5,10,8,0,26,0,25,5,1,25,0,2,89,9,3,100,23,4,71,19, 
10,5,10,8,0,23,0,67,6,1,23,0,2,73,3,3,100,27,4,51,0, 
10,5,10,7,0,47,0,66,21,1,98,15,2,100,20,3,82,5,4,54,18, 
10,5,10,8,1,42,0,89,19,1,98,15,2,36,4,3,100,8,4,83,9, 
10,5,10,8,0,29,0,64,15,1,70,19,2,100,8,3,77,5,4,70,9, 
10,5,10,8,0,44,0,100,14,1,70,23,2,64,20,3,80,32,4,71,8, 
10,5,10,8,0,30,0,49,14,1,100,42,2,99,47,3,99,47,4,79,12, 
10,5,10,8,0,22,0,59,27,1,54,7,2,14,1,3,100,14,4,32,11, 
10,5,10,7,0,21,0,70,0,1,12,0,2,53,6,3,100,5,4,74,5, 
10,5,10,7,0,24,0,72,19,1,54,9,2,100,10,3,93,10,4,58,12, 
10,5,10,8,0,35,0,100,16,1,66,27,2,93,0,3,66,0,4,94,13, 
10,5,10,9,0,20,0,100,15,1,77,6,2,58,2,3,55,0,4,64,10, 
10,5,10,9,0,28,0,100,18,1,12,0,2,12,0,3,33,0,4,33,0, 
10,5,10,9,0,30,0,100,58,1,34,23,2,97,14,3,59,14,4,68,3, 
10,5,10,9,0,13,0,11,0,1,11,0,2,100,14,3,43,7,4,34,5, 
10,5,10,9,0,23,0,99,15,1,99,5,2,87,0,3,100,5,4,70,14, 
10,5,10,8,0,34,0,90,5,1,40,11,2,78,16,3,100,16,4,92,42, 
10,5,10,7,0,32,0,74,5,1,100,5,2,98,10,3,33,0,4,6,0, 
10,5,10,7,0,28,0,100,33,1,92,37,2,79,17,3,52,16,4,89,26, 
10,5,10,8,0,18,0,25,0,1,6,0,2,37,0,3,100,24,4,42,6, 
10,5,10,9,0,33,0,79,19,1,100,31,2,94,4,3,29,0,4,11,0, 
10,5,10,8,0,22,0,27,14,1,100,38,2,49,5,3,37,0,4,76,8, 
10,5,10,8,0,46,0,100,25,1,90,10,2,99,14,3,93,0,4,61,7, 
10,5,10,8,0,35,0,72,10,1,74,6,2,77,36,3,100,20,4,76,5, 
10,5,10,9,0,26,0,86,16,1,100,22,2,29,0,3,80,22,4,87,31, 
10,5,10,9,0,14,0,20,3,1,10,0,2,100,5,3,79,5,4,88,17, 
10,5,10,9,0,22,0,4,0,1,50,5,2,61,0,3,100,15,4,57,0, 
10,5,10,8,0,22,0,89,9,1,8,0,2,36,5,3,100,31,4,36,0, 
10,5,10,8,0,20,0,9,5,1,70,5,2,91,0,3,100,12,4,9,0, 
10,5,10,8,0,24,0,100,44,1,71,1,2,2,0,3,81,15,4,94,14, 
10,5,10,8,0,51,0,100,15,1,64,6,2,81,14,3,84,10,4,88,12, 
10,5,10,8,0,30,0,100,19,1,67,19,2,78,0,3,91,31,4,73,11, 
10,5,10,7,0,18,0,69,14,1,64,33,2,100,19,3,49,11,4,97,23, 
10,5,10,7,1,22,0,100,37,1,44,9,2,26,5,3,92,29,4,76,5, 
10,5,10,9,0,16,0,45,0,1,100,29,2,75,14,3,6,0,4,6,0, 
10,5,10,9,0,30,0,100,10,1,3,0,2,71,15,3,51,0,4,71,15, 
10,5,10,8,0,25,0,52,0,1,31,0,2,31,0,3,100,15,4,99,10, 
10,5,10,9,0,32,0,88,5,1,20,0,2,100,50,3,73,3,4,65,14, 
10,5,10,10,0,33,0,65,12,1,98,16,2,100,14,3,83,15,4,48,10, 
10,5,10,9,0,26,0,100,31,1,80,20,2,80,12,3,97,31,4,99,13, 
10,5,10,9,0,48,0,47,5,1,47,15,2,62,14,3,64,10,4,100,15, 
10,5,10,9,0,33,0,94,22,1,9,0,2,11,20,3,100,7,4,89,0, 
10,5,10,9,0,29,0,96,8,1,100,32,2,34,15,3,10,0,4,97,28, 
10,5,10,7,0,17,0,92,29,1,66,0,2,13,0,3,58,14,4,100,27, 
10,5,10,6,0,21,0,11,0,1,68,0,2,100,34,3,77,5,4,65,0, 
10,5,10,7,0,45,0,99,14,1,84,18,2,100,14,3,91,12,4,99,5, 
10,5,10,7,0,26,0,59,9,1,6,0,2,100,14,3,98,24,4,92,18, 
10,5,10,8,0,32,0,98,24,1,75,16,2,63,20,3,47,21,4,100,21, 
10,5,10,9,0,38,0,100,5,1,68,7,2,92,15,3,35,0,4,97,11, 
10,5,10,9,0,39,0,58,17,1,98,9,2,100,24,3,99,5,4,46,1, 
10,5,10,9,0,28,0,94,19,1,32,14,2,100,21,3,61,0,4,47,21, 
10,5,10,9,0,26,0,38,11,1,15,0,2,70,15,3,100,42,4,99,38, 
10,5,10,8,0,33,0,37,10,1,78,14,2,35,0,3,100,21,4,75,18, 
10,5,10,9,0,31,0,100,21,1,98,13,2,96,5,3,73,11,4,48,0, 
10,5,10,8,0,26,0,90,22,1,90,17,2,100,35,3,64,6,4,78,5, 
10,5,10,8,0,25,0,56,17,1,100,29,2,26,0,3,88,42,4,99,36, 
10,5,10,8,0,42,0,79,12,1,100,36,2,40,0,3,80,0,4,98,7, 
10,5,10,7,0,23,0,65,0,1,62,8,2,99,5,3,100,15,4,34,0, 
10,5,10,8,1,23,0,77,36,1,100,12,2,79,30,3,81,10,4,77,17, 
10,5,10,8,0,36,0,98,24,1,99,45,2,100,71,3,58,22,4,57,15, 
10,5,10,8,0,53,0,17,7,1,100,34,2,77,5,3,32,8,4,26,5, 
10,5,10,10,0,22,0,99,22,1,97,34,2,100,42,3,76,10,4,63,6, 
10,5,10,8,0,27,0,70,5,1,100,4,2,11,0,3,13,0,4,97,15, 
10,5,10,8,0,24,0,91,33,1,63,16,2,100,17,3,59,5,4,59,14, 
10,5,10,8,0,15,0,59,11,1,39,5,2,80,8,3,41,17,4,100,0, 
10,5,10,8,0,15,0,100,9,1,67,13,2,49,18,3,66,9,4,89,10, 
10,5,10,7,0,25,0,74,15,1,100,19,2,65,9,3,8,0,4,12,0, 
10,5,10,7,0,24,0,70,20,1,100,10,2,60,0,3,13,0,4,13,0, 
10,5,10,7,0,18,0,79,19,1,52,0,2,46,1,3,100,14,4,25,6, 
10,5,10,8,0,26,0,73,24,1,100,15,2,94,20,3,95,12,4,97,10, 
10,5,10,8,0,40,0,100,0,1,79,10,2,91,18,3,18,10,4,45,5, 
10,5,10,7,0,28,0,100,14,1,66,19,2,80,17,3,76,15,4,86,8, 
10,5,10,8,0,46,0,20,12,1,59,18,2,99,5,3,100,58,4,46,13, 
10,5,10,11,0,41,0,68,10,1,79,16,2,87,3,3,76,10,4,100,26, 
10,5,10,11,0,24,0,61,0,1,43,16,2,96,21,3,72,0,4,100,19, 
10,5,10,8,0,23,0,24,6,1,100,43,2,57,5,3,19,10,4,46,7, 
10,5,10,8,0,29,0,100,30,1,22,5,2,39,5,3,9,5,4,9,38, 
10,5,10,8,0,36,0,100,17,1,37,0,2,99,7,3,53,4,4,98,0, 
10,5,10,8,0,16,0,98,20,1,100,10,2,10,5,3,43,9,4,12,5, 
10,5,10,8,0,24,0,49,8,1,46,15,2,98,37,3,100,48,4,49,15, 
10,5,10,8,0,16,0,100,19,1,27,5,2,40,11,3,10,0,4,95,12, 
10,5,10,9,0,26,0,25,0,1,73,10,2,100,4,3,97,12,4,89,16, 
10,5,10,9,0,52,0,47,5,1,100,16,2,78,47,3,26,10,4,99,9, 
10,5,10,8,0,21,0,100,12,1,5,0,2,5,0,3,5,0,4,80,5, 
10,5,10,9,0,18,0,9,0,1,3,1,2,100,18,3,9,0,4,61,8, 
10,5,10,8,0,37,0,100,26,1,86,19,2,33,0,3,99,0,4,91,4, 
10,5,10,8,0,39,0,79,16,1,73,25,2,63,19,3,100,57,4,63,25, 
10,5,10,8,0,24,0,71,25,1,39,11,2,23,8,3,100,15,4,96,27, 
10,5,10,8,0,42,0,82,5,1,100,26,2,99,21,3,97,10,4,37,10, 
10,5,10,7,0,19,0,54,14,1,8,0,2,8,0,3,67,24,4,100,15, 
10,5,10,8,0,39,0,59,6,1,67,0,2,52,5,3,54,0,4,100,20, 
10,5,10,8,0,36,0,99,84,1,100,52,2,28,12,3,98,23,4,72,13, 
10,5,10,8,0,29,0,100,15,1,94,15,2,99,47,3,99,44,4,91,24, 
10,5,10,8,0,23,0,73,41,1,100,30,2,54,10,3,76,0,4,66,2, 
10,5,10,8,0,29,0,95,31,1,76,18,2,100,51,3,52,13,4,98,34, 
10,5,10,8,1,25,0,100,33,1,50,5,2,93,28,3,13,5,4,42,13, 
10,5,10,11,0,28,0,67,17,1,25,0,2,100,24,3,37,0,4,71,20, 
10,5,10,8,0,20,0,52,1,1,99,11,2,100,28,3,97,20,4,40,15, 
10,5,10,8,0,17,0,57,5,1,100,32,2,66,7,3,21,0,4,51,9, 
10,5,10,9,0,25,0,99,10,1,45,0,2,43,12,3,57,15,4,100,20, 
10,5,10,8,0,25,0,99,23,1,100,10,2,15,4,3,96,37,4,15,6, 
10,5,10,9,0,23,0,36,5,1,76,29,2,82,22,3,100,21,4,80,15, 
10,5,10,8,0,24,0,69,15,1,54,13,2,100,29,3,97,35,4,99,40, 
10,5,10,8,0,15,0,51,14,1,100,21,2,39,10,3,89,2,4,24,0, 
10,5,10,8,0,59,0,26,0,1,30,9,2,92,9,3,97,41,4,100,18, 
10,5,10,8,0,37,0,100,17,1,98,26,2,16,0,3,13,0,4,30,0, 
10,5,10,8,0,38,0,78,2,1,98,33,2,99,38,3,100,19,4,75,0, 
10,5,10,8,1,14,0,4,0,1,56,13,2,80,14,3,51,0,4,100,30, 
10,5,10,8,0,21,0,67,14,1,70,18,2,100,31,3,96,28,4,57,0, 
10,5,10,8,0,22,0,16,2,1,77,0,2,94,10,3,76,8,4,100,13, 
10,5,10,9,0,29,0,39,6,1,100,6,2,53,0,3,99,20,4,88,5, 
10,5,10,7,0,29,0,100,15,1,98,37,2,83,5,3,72,40,4,96,10, 
10,5,10,9,0,22,0,11,0,1,9,0,2,99,13,3,100,8,4,35,0, 
10,5,10,8,0,17,0,79,0,1,100,16,2,61,14,3,39,0,4,54,29, 
10,5,10,8,0,34,0,85,14,1,98,10,2,36,5,3,6,0,4,100,23, 
10,5,10,8,0,57,0,86,27,1,86,17,2,69,7,3,75,5,4,100,15, 
10,5,10,7,0,27,0,77,10,1,39,5,2,68,21,3,18,0,4,100,36, 
10,5,10,8,0,21,0,77,12,1,100,15,2,20,5,3,15,0,4,7,0, 
10,5,10,9,0,35,0,99,56,1,99,41,2,51,5,3,99,25,4,100,24, 
10,5,10,7,0,28,0,99,20,1,100,12,2,66,5,3,99,53,4,87,14, 
10,5,10,8,0,27,0,98,27,1,100,23,2,19,0,3,69,15,4,80,8, 
10,5,10,8,0,24,0,100,15,1,77,15,2,77,19,3,20,5,4,20,0, 
